,id_solicitante,nombre,apellido,familia_numerosa,edad_hijo,trabaja_hijo
289,290,Hassan,Elcoro,True,21,True
290,291,Carlos Manuel,Vilari√Ëo,False,,
291,292,Robert,Cepas,True,19,
292,293,Antonio Luis,Belloso,True,15,
293,294,Andreu,Ontanilla,True,18,
294,295,Pedro Maria,El Fakir,False,,
295,296,Alexis,Cuba,False,,
296,297,Antonio Miguel,Pegalajar,False,,
297,298,Juan Andres,Sadiq,False,,
298,299,Antonio Javier,El Houssaini,False,,
299,300,Jose Daniel,Hijazo,False,,
300,301,Erik,Roberts,True,17,
301,302,Oliver,Escobero,False,,
302,303,Clemente,Ruzo,True,18,
303,304,Juan Diego,Baciero,False,,
304,305,Luis Javier,Navarta,True,25,False
305,306,Feliciano,Petrisor,False,,
306,307,Gaspar,Rayas,False,,
307,308,Jorge Luis,Arguedas,True,21,True
308,309,Luis Carlos,Najas,False,,
309,310,Basilio,Casali,False,,
310,311,Hilario,Badal,False,,
311,312,Jan,Esquilas,True,19,
312,313,Pedro Jesus,Lora,True,16,
313,314,Cayetano,Rodil,False,,
314,315,Raimundo,Soledispa,False,,
315,316,Marian,Berasategi,False,,
316,317,Nicolae,Abida,False,,
317,318,Juan Angel,Beltri,True,24,True
318,319,Evaristo,Forcen,False,,
319,320,Angel Manuel,Tobalina,False,,
320,321,Josue,Ferradal,True,15,
321,322,Nestor,Marginet,True,25,False
322,323,Fabian,Feliciano,True,15,
323,324,Marcial,Charkaoui,True,17,
324,325,Benigno,Fardi,False,,
325,326,Florin,Maceira,False,,
326,327,Khalid,Olcoz,False,,
327,328,Eliseo,Canaleta,True,23,False
328,329,Laureano,Chikhi,False,,
329,330,Marcelo,Bernete,True,16,
330,331,Francesc Xavier,Osborne,False,,
331,332,Manel,Payno,True,15,
332,333,Segundo,Villamisar,True,17,
333,334,Narciso,Atutxa,False,,
334,335,Imanol,Haddouti,False,,
335,336,Ricard,Fargallo,False,,
336,337,Cecilio,Remolina,True,21,False
337,338,Abdelkader,Peraire,False,,
338,339,Bernardino,Muriana,True,17,
339,340,Muhammad,Chiloeches,True,20,
340,341,Abdellah,Tartilan,True,21,False
341,342,Patricio,Anchuelo,True,16,
342,343,Juan Alberto,Del Salto,False,,
343,344,Valeriano,Buzdugan,True,25,False
344,345,Demetrio,Suarez Barcena,False,,
345,346,Andoni,Bastos,False,,
346,347,Angel Maria,Webster,False,,
347,348,Jesus Antonio,Rajoy,False,,
348,349,Leopoldo,Tatay,True,24,True
349,350,Michael,Chincolla,True,20,
350,351,Cesareo,Vi√Ëaras,True,25,False
351,352,Joseba,Ardao,True,18,
352,353,Fernando Jose,Bianchi,True,22,False
353,354,Josu,Altuzarra,True,15,
354,355,Luis Enrique,Allouch,False,,
355,356,Roberto Carlos,Rekalde,False,,
356,357,Anastasio,Benzar,False,,
357,358,Camilo,Millat,True,18,
358,359,Cipriano,Imbaquingo,True,23,True
359,360,Mauricio,Freijido,False,,
360,361,Lucio,Bencheikh,False,,
361,362,Pedro Pablo,Del Nuevo,False,,
362,363,Hicham,Lastres,False,,
363,364,Marcel,Monico,True,21,True
364,365,Aritz,Elias,False,,
365,366,Abdelaziz,Penalba,True,15,
366,367,Antonio Francisco,Illodo,False,,
367,368,Francisco Luis,Rodgers,True,25,False
368,369,Mihai,Malek,False,,
369,370,Brahim,Stock,False,,
370,371,Bienvenido,Beardo,True,24,True
371,372,Rodolfo,Bihi,True,15,
372,373,Anselmo,Llusar,False,,
373,374,Teofilo,San Bruno,True,22,True
374,375,Octavio,Lasierra,True,19,
375,376,Iago,Anton,True,25,False
376,377,Eulogio,Tribak,True,23,False
377,378,Stefan,Giles,True,25,True
378,379,Baltasar,Milano,True,20,
379,380,Yago,Llaberia,False,,
380,381,Casimiro,Aira,False,,
381,382,Amadeo,Brugue,True,19,
382,383,Mauro,Monterroso,False,,
383,384,Bernabe,Ruiz De La Torre,False,,
384,385,Ibai,Santalo,True,19,
385,386,Placido,Taviro,True,17,
386,387,Alexandru,Vallori,False,,
387,388,Pedro Miguel,Rabhi,False,,
388,389,Pedro Javier,Matas,False,,
389,390,Bernat,El Mamouni,True,20,
390,391,Lazaro,Molines,True,21,True
391,392,Brian,Fajula,False,,
392,393,Celso,Guibelalde,True,16,
393,394,Fulgencio,Socas,False,,
394,395,Ian,Bekkali,True,16,
395,396,Brais,Ascariz,True,18,
396,397,Nil,Del Arbol,False,,
397,398,Marius,Yanci,False,,
398,399,Baldomero,Calvelo,False,,
399,400,Herminio,Escarre,False,,
400,401,Jose Felix,Lardin,True,15,
401,402,Maximino,Aguar,False,,
402,403,Jose Pedro,Ibarz,False,,
403,404,Carlos Jose,Celadilla,False,,
404,405,Roque,Sal,True,18,
405,406,Hamid,Paracuellos,False,,
406,407,Abderrahim,El Merabet,True,20,
407,408,Dumitru,Polishchuk,False,,
408,409,Paul,Attia,True,25,False
409,410,Jose Gabriel,Verdeguer,True,25,False
410,411,Biel,Bensusan,True,23,False
411,412,Jesus Miguel,Ogueta,True,15,
412,413,Aquilino,Fanega,True,21,True
413,414,Bonifacio,Abdul,False,,
414,415,Manuel Francisco,Montanya,False,,
415,416,Francisco Borja,Grane,True,19,
416,417,Gumersindo,Sangiao,True,20,
417,418,Luis Francisco,Martinez De Pinillos,True,16,
418,419,Abdeslam,Sanchez Palencia,True,24,True
419,420,Manuel Alejandro,Paladines,True,21,True
420,421,Fabio,Cagiao,True,21,True
421,422,Anton,Padulles,False,,
422,423,Bilal,Goyos,True,16,
423,424,Jose Rafael,Almiron,False,,
424,425,Victorino,Montiano,True,19,
425,426,Oier,Diaz Delgado,True,23,True
426,427,Alan,Ahmed,False,,
427,428,Ionel,Danailova,True,16,
428,429,Hipolito,Ibisate,False,,
429,430,Jose Domingo,Boyanova,True,15,
430,431,Hamza,Porqueres,False,,
431,432,Eleuterio,Koch,False,,
432,433,Marino,Elorduy,False,,
433,434,Vidal,Ganso,True,18,
434,435,Juan Enrique,Nassiri,True,17,
435,436,Didac,Cubero,False,,
436,437,Ignasi,Espasandin,False,,
437,438,Norberto,Tola,False,,
438,439,Francisco Asis,Concheiro,False,,
439,440,Aimar,Eraso,False,,
440,441,Melchor,Barna,True,22,False
441,442,Driss,Terreu,True,15,
442,443,Arsenio,Pires,False,,
443,444,Rosendo,Batuecas,False,,
444,445,Karim,Ardit,True,24,True
445,446,Jesus Javier,Sunday,False,,
446,447,Orlando,Inda,True,20,
447,448,Juan David,El Kasmi,False,,
448,449,Virgilio,Arbeo,True,25,True
449,450,Higinio,Noceda,True,16,
450,451,Jorge Juan,Ubach,False,,
451,452,Adan,Derkaoui,False,,
452,453,Ayoub,Balandin,True,16,
453,454,Luis Alfonso,Atxutegi,False,,
454,455,Markel,Taranilla,False,,
455,456,Alberto Jose,Chaques,False,,
456,457,Severino,Manubens,True,25,True
457,458,Vicente Jose,Urioste,False,,
458,459,Urbano,Hinestrosa,True,23,False
459,460,Pablo Jose,Freijanes,True,21,False
460,461,Mamadou,Gamell,False,,
461,462,Peter,Mertens,False,,
462,463,Jamal,Bass,True,17,
463,464,Victor Jose,Faraco,False,,
464,465,Carlos Enrique,Useche,True,22,False
465,466,Juan Fernando,Fauro,True,21,True
466,467,Augusto,Menacho,True,19,
467,468,Anibal,Selvi,False,,
468,469,Jose Pablo,Mandache,False,,
469,470,Juan Gabriel,De Frias,False,,
470,471,Ceferino,Catena,True,25,True
471,472,Noel,Lameiras,True,18,
472,473,Venancio,Villalva,True,23,False
473,474,Viorel,Cambero,True,15,
474,475,Antonio Maria,Arrabe,False,,
475,476,Pelayo,Farrero,False,,
476,477,Alain,Yebenes,True,17,
477,478,Inocencio,Aparicio,True,20,
478,479,Jose Alejandro,Olmedillas,True,18,
479,480,Bautista,Taberne,False,,
480,481,Jose Tomas,Amargos,False,,
481,482,John,Murray,True,17,
482,483,Aziz,Yurrebaso,True,19,
483,484,Jose Jesus,Paulete,True,18,
484,485,Abelardo,Boneta,True,15,
485,486,Maximiliano,Serb,False,,
486,487,Marcos Antonio,Mazuera,True,16,
487,488,Carlos Antonio,Fuero,True,17,
488,489,Primitivo,Zaoui,False,,
489,490,Gustavo Adolfo,Vericat,False,,
490,491,Jose Alfonso,Arrieta,False,,
491,492,Jose Emilio,Paquet,False,,
492,493,Vicent,Stoicescu,True,25,True
493,494,Ibrahim,Chavarro,True,16,
494,495,Denis,Moutinho,False,,
495,496,Ibon,Bruno,False,,
496,497,Isaias,Queipo De Llano,False,,
497,498,Jose Eduardo,Boldea,True,17,
498,499,Genaro,Mayolas,False,,
499,500,Luis Eduardo,Ortea,True,22,True
500,501,Miguel Antonio,Mallenco,True,21,True
501,502,Eduardo Jose,Ondo√Ëo,True,18,
502,503,Samir,Codo,False,,
503,504,Agapito,Vicaria,False,,
504,505,Pedro Angel,Bennasar,True,19,
505,506,Richard,Rumi,True,23,True
506,507,Nemesio,Boyd,False,,
507,508,Yassine,Omorogbe,True,19,
508,509,Jose Benito,Azanza,True,15,
509,510,Jorge Manuel,Payo,False,,
510,511,Pedro Juan,Belanche,False,,
511,512,Francisco Ramon,Paules,True,17,
512,513,Leoncio,Ginzo,True,19,
513,514,Prudencio,Ventayol,False,,
514,515,Braulio,Galino,False,,
515,516,Gaizka,Gahete,True,19,
516,517,Iban,Figueira,True,25,False
517,518,Eloi,Sagasti,False,,
518,519,Secundino,Morchon,True,17,
519,520,Angel Jose,Dumitrescu,False,,
520,521,Moussa,Olivas,True,18,
521,522,Jose Julian,Raba,True,17,
522,523,Conrado,Lamarca,True,21,True
523,524,Antonio David,Cabildo,True,19,
524,525,Manuel Maria,Nunez,True,21,True
525,526,Victor Hugo,Ubieta,True,24,True
526,527,Noureddine,Pitalua,True,19,
527,528,Enrique Jose,Villalpando,False,,
528,529,Delfin,Campillo,True,17,
529,530,Be√Ëat,Nu√Ëez,False,,
530,531,Mimoun,Boloix,True,20,
531,532,Jose Raul,Yun,True,20,
532,533,Alejandro Jose,Felipo,True,19,
533,534,Jesus Alberto,Indalecio,True,18,
534,535,Fausto,Moura,True,22,False
535,536,Jose Agustin,Ruse,False,,
536,537,Jose Ricardo,Brezmes,False,,
537,538,Luis Felipe,Fojon,True,25,False
538,539,Nabil,Santolaria,True,21,False
539,540,Mohammad,Guinea,False,,
540,541,Juan Rafael,Membrado,False,,
541,542,Ovidio,Pelicano,True,25,False
542,543,Alejo,Estarriaga,True,15,
543,544,Ambrosio,Jamai,False,,
544,545,Adil,Iturralde,True,23,True
545,546,Aniceto,Espigol,False,,
546,547,Indalecio,Cantelar,False,,
547,548,Gabino,Dakir,True,25,False
548,549,Agusti,Pelaez,False,,
549,550,Juan Cruz,Pintiado,True,21,False
550,551,Jorge Antonio,Lal,False,,
551,552,Luca,Velev,False,,
552,553,Ionut,Barberena,True,16,
553,554,Fernando Javier,Deogracias,False,,
554,555,Carlos Andres,Villahoz,True,24,True
555,556,Noe,Planella,False,,
556,557,Arkaitz,Noblejas,False,,
557,558,George,Frechoso,True,15,
558,559,Humberto,La Torre,False,,
559,560,Angel Antonio,Framis,True,20,
560,561,Andrei,Lome√Ëa,False,,
561,562,Jon Ander,Milton,True,20,
562,563,Carlos Jesus,Coco,False,,
563,564,Diego Jose,Tabanera,True,23,False
564,565,Sabino,Garcia Gasco,False,,
565,566,Luis Jose,Dediu,False,,
566,567,Heliodoro,Louzan,True,20,
567,568,Anas,Pasero,True,24,False
568,569,Jose Julio,Arbelo,True,17,
569,570,Desiderio,Niell,True,22,True
570,571,Silvestre,Jodar,True,22,False
571,572,Cesar Augusto,Gassa,False,,
572,573,Nicanor,Saban,True,19,
573,574,Ismail,Pitarque,True,17,
574,575,Endika,Saubi,False,,
575,576,Mostafa,Cabanilla,False,,
576,577,Thomas,Sigcha,True,20,
577,578,Lino,Laskurain,False,,
578,579,Esteve,Lopez De Aberasturi,True,23,True
579,580,Sixto,Yahyaoui,False,,
580,581,Severiano,Ruiperez,False,,
581,582,Petru,Astacio,True,19,
582,583,Honorio,Navasquillo,True,23,True
583,584,Carlos Miguel,Crende,True,25,False
584,585,Hermenegildo,Espi√Ëo,False,,
585,586,Julio Alberto,Porteros,False,,
586,587,Horacio,Equisoain,True,25,True
587,588,Estanislao,Valero,True,15,
588,589,Lander,Singh,True,21,False
589,590,Antonio Angel,Anarte,True,23,False
590,591,Abdellatif,Ballestero,True,19,
591,592,Florian,Aviles,True,16,
592,593,Pablo Antonio,Manzanera,True,25,False
593,594,Pedro Francisco,Pisador,True,20,
594,595,Antolin,Rubies,False,,
595,596,Zakaria,Peman,True,18,
596,597,Benedicto,Moras,False,,
597,598,Rayan,Coutado,True,15,
598,599,Ruben Dario,Torrubiano,False,,
599,600,Antonio Ramon,Chafi,True,18,
600,601,Eustaquio,Ortiz De Guinea,True,15,
601,602,Damaso,Tabit,False,,
602,603,Ventura,Regato,False,,
603,604,Juan Alfonso,Partera,False,,
604,605,Luis Mariano,Dou,True,24,True
605,606,Adriano,Lechuga,True,24,True
606,607,Albino,Touhami,True,24,True
607,608,Giovanni,Tangara,True,17,
608,609,Mhamed,Mihaila,False,,
609,610,Costel,Abru√Ëedo,False,,
610,611,Jacob,Karmoun,True,15,
611,612,Leon,Montoy,False,,
612,613,Celedonio,Humphrey,False,,
613,614,Marin,Geli,True,20,
614,615,Yassin,Comin,True,23,False
615,616,Axel,Del Teso,True,25,True
616,617,Lloren√Á,Ripalda,False,,
617,618,Max,Blasi,False,,
618,619,Vladimir,Claros,True,20,
619,620,Alessandro,Herrador,True,17,
620,621,Juan Sebastian,Owens,True,18,
621,622,Abdelilah,Escoms,False,,
622,623,Abderrahman,Requeijo,True,18,
623,624,Angel Jesus,Villardon,True,17,
624,625,Volodymyr,Trapote,False,,
625,626,Vicen√Á,Elies,True,22,False
626,627,Luis Ignacio,Reilly,False,,
627,628,Artur,Correyero,True,16,
628,629,Younes,Navacerrada,True,22,True
629,630,Leo,De Abreu,True,25,True
630,631,Ibrahima,Gorostiza,False,,
631,632,Nelson,Atanasov,True,17,
632,633,Carlos Luis,Lopez De Ipi√Ëa,False,,
633,634,Efren,Carpintero,True,23,True
634,635,Lahcen,Fontdecaba,False,,
635,636,Urko,Santurde,True,15,
636,637,Salah,Arceiz,True,20,
637,638,Ernest,Sari,True,19,
638,639,Jose Martin,Muniesa,False,,
639,640,Epifanio,Baldero,True,19,
640,641,Silverio,Pombal,False,,
641,642,Nicasio,Perez Olivares,False,,
642,643,Rene,Galo,False,,
643,644,Vicente Javier,Tobaruela,False,,
644,645,William,Rebole,False,,
645,646,Francisco David,Boraita,False,,
646,647,Rafael Antonio,Ledesma,True,24,True
647,648,Genis,Manias,True,17,
648,649,Arcadio,Molas,True,15,
649,650,Jonas,Porcar,False,,
650,651,Olegario,Alcivar,False,,
651,652,Jose Gregorio,Planelles,True,16,
652,653,Wenceslao,El Harchaoui,True,18,
653,654,Julio Jose,Canaves,False,,
654,655,Argimiro,Dorador,True,19,
655,656,Bryan,Diamanka,False,,
656,657,Jose Alfredo,Dans,False,,
657,658,Angel Francisco,Flotats,False,,
658,659,Servando,Smit,False,,
659,660,Amado,Cernada,True,20,
660,661,Kamal,Doudouh,False,,
661,662,Kilian,Louah,False,,
662,663,Mourad,Ordiales,True,21,True
663,664,Christopher,Vanrell,False,,
664,665,Gilberto,Fontenla,False,,
665,666,Abilio,Cohen,True,25,False
666,667,Justino,Monco,False,,
667,668,Jorge Alberto,Barriuso,False,,
668,669,Donato,Simion,False,,
669,670,Juan Salvador,Hernan,False,,
670,671,Iulian,Molinares,False,,
671,672,Jesus David,Castiblanco,True,20,
672,673,Narcis,Endara,False,,
673,674,Rafael Angel,Fontaneda,True,21,True
674,675,Anxo,Caja,False,,
675,676,Balbino,Aguirregomezcorta,False,,
676,677,Tarik,Abaunza,False,,
677,678,Juan Daniel,Ramperez,False,,
678,679,Lluc,Martin Del Campo,True,22,False
679,680,Manuel Luis,Genua,True,17,
680,681,Vicente Manuel,Molina,True,25,False
681,682,Aurel,Eroles,True,18,
682,683,Sorin,Cervel,True,16,
683,684,Carlos Eduardo,Armisen,False,,
684,685,Andres Felipe,Juy,True,20,
685,686,Fernando Manuel,Bacon,False,,
686,687,Ilie,Hijarrubia,False,,
